gradient,energy_cost
0.4521146487058813,14.831669742496597
-0.0021661792874576756,0.6543120013967952
0.4571705424961634,16.24097720662364
-0.30081839711117137,2.3319616121921554
-0.20029200675628323,0.8010247125217966
-0.3054287816263205,1.8832959162891427
0.3496117489711552,12.841084315713015
-0.1996740901254567,1.0827116262043406
-0.002362772450599338,2.093684740714396
0.09471665871083862,4.979744459415968
-0.2905975593525057,1.9856710875375776
-0.40499534076587057,3.226802164965896
0.096199747493469,5.650741627675859
-0.30208407481034094,2.4829094679694776
0.19087119727617205,8.237896191449098
0.09406731179030282,4.434088994672331
0.40456497508314027,14.498283842003898
0.35329337968718705,13.3179417042548
0.4524977544958944,17.383337476299843
0.003547879851211226,1.6151296543191598
0.34161677249397343,12.742806421866318
-0.44905442911018534,4.296475768133551
0.3923858998936883,14.920385597887497
0.4037239366012104,15.094765364056421
0.21146812463532666,8.405226863190356
-0.19756239515086785,1.4627639785326036
-0.10362197871730212,1.269242902172486
-0.4592294334114135,3.1052920128356383
-0.45735765325964217,3.314723419843338
-0.1994958772337204,2.0688124593181407
0.10188041834434708,4.3066330442409315
0.4426411545412385,17.357377707655957
-0.10462808605611533,1.0433345864480628
0.3427967456097208,13.412043250712594
0.20376406403190073,8.615410215764907
-0.3517882058551887,2.3529166946237874
-0.09279463560960172,0.8022564598515189
-0.4472579195109845,4.160289241958346
-0.3434173358366043,2.316824090722963
0.30804467414958947,11.6491170170794
0.2988057267193991,9.716855283552903
-0.002409851021601771,0.8634813797107194
0.20597489627694981,6.71281524349496
0.30221958593797926,12.408900534709737
-0.39592510041653817,2.3960376526839693
-0.3504724794970435,3.258446153425719
-0.3557342712761627,2.3372825426898056
0.34706681692008445,12.014593190837045
0.2924684395461412,10.779124363984643
-0.34760183834013764,1.9242691222569035
0.00046385713509978257,0.45576606750906423
0.20057742659539307,7.4833379795553086
-0.2039669703027578,1.1305337352014828
-0.29574204312603647,2.3051587548929584
-0.10088233368743821,0.9380347798421547
0.09657646402707291,4.570330644894722
0.40537178138900426,14.536156770193847
-0.40125244383631603,3.2442035672671086
-0.3992683929448903,2.067310221913469
-0.4436269444172453,2.3667432203322165
-0.39105587442149403,3.497927337737021
0.29342877102816023,10.039817277010798
-0.10296342034802301,0.613975599842803
0.39862070935890714,15.162278465842128
0.4585772011616626,15.920662118903332
